actor_2_name,actor_1_name,movie_title,actor_3_name,title_year
John Ratzenberger,Steve Buscemi,"Monsters, Inc. ",James Coburn,2001
Teri Polo,Steve Buscemi,Domestic Disturbance ,Matt O'Leary,2001
Viggo Mortensen,Steve Buscemi,28 Days,Elizabeth Perkins,2000
Adam Sandler,Steve Buscemi,Big Daddy ,Joey Lauren Adams,1999
Monica Potter,Steve Buscemi,Con Air ,Dave Chappelle,1997
Valeria Golino,Steve Buscemi,Escape from L.A. ,Michelle Forbes,1996
Jennifer Jason Leigh,Steve Buscemi,Kansas City ,Miranda Richardson,1996
Debi Mazar,Steve Buscemi,Trees Lounge ,Carol Kane,1996
Bill Cobbs,Steve Buscemi,Things to Do in Denver When You're Dead ,Treat Williams,1995
Jon Hamm,Steve Carell,Minions ,Steve Coogan,2015
Josh Charles,Steve Carell,Freeheld ,Luke Grimes,2015
Miranda Cosgrove,Steve Carell,Despicable Me 2,Steve Coogan,2013
Liam James,Steve Carell,The Way Way Back ,Jim Rash,2013
Mark Moses,Steve Carell,Seeking a Friend for the End of the World ,Rob Huebel,2012
Miranda Cosgrove,Steve Carell,Despicable Me ,Jack McBrayer,2010
Stephanie Szostak,Steve Carell,Dinner for Schmucks ,Bruce Greenwood,2010
Steven Christopher Parker,Steve Carell,Little Miss Sunshine ,Jill Talley,2006
Romany Malco,Steve Carell,The 40-Year-Old Virgin,Gerry Bednob,2005
Alexa PenaVega,Steve Carell,Sleepover ,Hunter Parrish,2004
Eric Stonestreet,Steve Coogan,The Secret Life of Pets ,Albert Brooks,2016
Mare Winningham,Steve Coogan,Philomena ,Peter Hermann,2013
Amy Poehler,Steve Coogan,Hamlet 2,David Arquette,2008
Shirley Henderson,Steve Coogan,Tristram Shandy: A Cock and Bull Story ,Dylan Moran,2005
Vincent Kartheiser,Steve Coogan,The Indian in the Cupboard ,David Keith,1995
Kenan Thompson,Steve Howey,Stan Helsing ,Diora Baird,2009
Holly Valance,Steve Howey,DOA: Dead or Alive ,Sarah Carter,2006
Aden Young,Steve Irwin,The Crocodile Hunter: Collision Course ,Steve Bastoni,2002
Simon Rhee,Steve Oedekerk,Kung Pow: Enter the Fist ,Jennifer Tung,2002
Ray Walston,Steven Anthony Lawrence,My Favorite Martian ,Michael Lerner,1999
Cara Seymour,Steven Yeun,I Origins ,Venida Evans,2014
Victor Webster,Stockard Channing,Must Love Dogs ,Elizabeth Perkins,2005
Tony Devon,Stockard Channing,The Business of Strangers ,Frederick Weller,2001
Nathan Lane,Stockard Channing,Isn't She Great ,John Larroquette,2000
Elizabeth Berkley,Stockard Channing,The First Wives Club ,Stephen Collins,1996
Emma Caulfield,Sullivan Stapleton,Darkness Falls ,Angus Sampson,2003
Ben Schwartz,Sunil Narkar,Coffee Town ,Glenn Howerton,2013
Nona Gaye,Sunny Mabrey,xXx: State of the Union ,Xzibit,2005
Rafe Spall,Suraj Sharma,Life of Pi ,Tabu,2012
Victoria Lachelle,Susan Chambers,Solitude ,Ali Daniels,2014
Matt Malloy,Sydney Pollack,Changing Lanes ,Bruce Altman,2002
Phylicia Rashad,Sylvester Stallone,Creed ,Graham McTavish,2015
50 Cent,Sylvester Stallone,Escape Plan ,Matt Gerald,2013
Jason Momoa,Sylvester Stallone,Bullet to the Head ,Jon Seda,2012
Burt Young,Sylvester Stallone,Rocky Balboa ,Mike Tyson,2006
Salma Hayek,Sylvester Stallone,Spy Kids 3-D: Game Over,Alexa PenaVega,2003
Tom Berenger,Sylvester Stallone,Eye See You ,Charles S. Dutton,2002
Estella Warren,Sylvester Stallone,Driven ,Cristián de la Fuente,2001
Miranda Richardson,Sylvester Stallone,Get Carter ,Lauren Lee Smith,2000
Woody Allen,Sylvester Stallone,Antz ,Anne Bancroft,1998
Viggo Mortensen,Sylvester Stallone,Daylight ,Amy Brenneman,1996
Rod Steiger,Sylvester Stallone,The Specialist ,Emilio Estefan Jr.,1994
Leon,Sylvester Stallone,Cliffhanger ,Janine Turner,1993
Adam Boyer,T.I.,ATL ,Malika,2006
Khulan Chuluun,Tadanobu Asano,Mongol: The Rise of Genghis Khan ,Honglei Sun,2007
Tony Chiu Wai Leung,Takeshi Kaneshiro,Red Cliff ,Wei Zhao,2008
Andy Lau,Takeshi Kaneshiro,House of Flying Daggers ,Zhengyong Zhang,2004
Meisa Kuroki,Takuya Kimura,Space Battleship Yamato ,Hiroyuki Ikeuchi,2010
Simón Andreu,Takuya Kimura,I Come with the Rain ,Shawn Yue,2009
Rosie Traynor,Talia Zucker,Lake Mungo ,Martin Sharpe,2008
Greg Aronowitz,Taliesin Jaffe,The Image Revolution ,Jeff Dowd,2014
Sandrine Holt,Talisa Soto,Ballistic: Ecks vs. Sever ,Gregg Henry,2002
Brenda Blethyn,Talulah Riley,Pride & Prejudice ,Simon Woods,2005
Anushka Shetty,Tamannaah Bhatia,Baahubali: The Beginning ,Prabhas,2015
Joanna 'JoJo' Levesque,Tammin Sursok,Aquamarine ,Dichen Lachman,2006
Alice Englert,Tamsin Egerton,The Lovers ,Bipasha Basu,2015
Alice Englert,Tamsin Egerton,The Lovers ,Bipasha Basu,2015
Joanna Cassidy,Taran Killam,Anderson's Cross ,Ryan Carnes,2010
David Agranov,Taran Killam,Just Married ,David Moscow,2003
Dash Mihok,Tasha Smith,The Longshots ,Garrett Morris,2008
Ned Beatty,Tate Donovan,Shooter ,Louis Ferreira,2007
Michael Cortez,Tatiana Suarez-Pico,On the Downlow ,Eric Ambriz,2004
Ricky Schroder,Tatyana Ali,Locker 13,Jon Polito,2014
Ashley Scott,Taylor Cole,12 Rounds,Nick Gomez,2009
Adam Sandler,Taylor Lautner,The Ridiculous 6,Jon Lovitz,2015
Tom Welling,Taylor Lautner,Cheaper by the Dozen 2,Alyson Stoner,2005
Kristin Davis,Taylor Lautner,The Adventures of Sharkboy and Lavagirl 3-D,Taylor Dooley,2005
Justin Kirk,Taylor Negron,Vamps ,Ivan Sergei,2012
Michael Rapaport,Taylor Negron,The Deported ,Talia Shire,2009
Mark Addy,Taylor Negron,The Flintstones in Viva Rock Vegas ,Danny Woodburn,2000
Raquel Welch,Taylor Negron,Chairman of the Board ,Larry Miller,1998
Alan Pietruszewski,Taylor Pigeon,Vessel ,Whit Spurgeon,2012
Tim Blake Nelson,Ted Danson,Big Miracle ,Andrew Daly,2012
Dan Hicks,Ted Raimi,My Name Is Bruce ,Timothy Patrick Quill,2007
Rowan Isaacson,Temple Grandin,The Horse Boy ,Simon Baron-Cohen,2009
Tulku Jamyang Kunga Tenzin,Tenzin Thuthob Tsarong,Kundun ,Tencho Gyalpo,1997
Ella Wahlestedt,Teo Halm,Earth to Echo ,Jason Gray-Stanford,2014
Esai Morales,Teri Polo,We Have Your Husband ,Nicholas Gonzalez,2011
Kevin Pollak,Teri Polo,2:13,Jere Burns,2009
Vince McMahon,Terry Funk,Beyond the Mat ,Mick Foley,1999
Fana Mokoena,Terry Pheto,Mandela: Long Walk to Freedom ,Tony Kgoroge,2013
Patrick Lyster,Terry Pheto,The Color of Freedom ,Tyrone Keogh,2007
Nambitha Mpumlwana,Terry Pheto,Tsotsi ,Rapulana Seiphemo,2005
Craig Fairbrass,Teryl Rothery,White Noise 2: The Light,Adrian Holmes,2007
Jasper Johal,The Dalai Lama,Short Cut to Nirvana: Kumbh Mela ,Swami Krishnanad,2004
Stephen Rea,Theo James,Underworld: Awakening ,Sandrine Holt,2012
Alexandra Rapaport,Thomas Bo Larsen,The Hunt ,Hana Shuan,2012
Larry the Cable Guy,Thomas F. Wilson,Larry the Cable Guy: Health Inspector ,Megyn Price,2006
Eduardo Noriega,Thomas Kretschmann,Transsiberian ,Mac McDonald,2008
Bruno Ganz,Thomas Kretschmann,Downfall ,Alexandra Maria Lara,2004
Lochlyn Munro,Thomas Lennon,A Guy Thing ,James Brolin,2003
Jackson Nicoll,Thomas McDonell,Fun Size ,Osric Chau,2012
Kalim Chandler,Thomas Stroppel,Listening ,Amber Marie Bollinger,2014
Jason Scott Lee,Tia Carrere,Lilo & Stitch ,David Ogden Stiers,2002
Tom Ardavany,Tia Carrere,20 Dates,Robert McKee,1998
Melissa Benoist,Tiago Riani,The Longest Ride ,Hayley Lovitt,2015
Josh Hopkins,Tika Sumpter,Get on Up ,Aunjanue Ellis,2014
Reg E. Cathey,Tim Blake Nelson,Fantastic Four ,Tim Heidecker,2015
Reg E. Cathey,Tim Blake Nelson,Fantastic Four ,Tim Heidecker,2015
Diane Ladd,Tim Blake Nelson,Come Early Morning ,Ritchie Montgomery,2006
Zane Holtz,Tim Blake Nelson,Holes ,Ski Carr,2003
Billy West,Tim Conway,The SpongeBob Movie: Sponge Out of Water ,Eddie Deezen,2015
Mila Kunis,Tim Holmes,Oz the Great and Powerful ,James Franco,2013
Mila Kunis,Tim Holmes,Oz the Great and Powerful ,James Franco,2013
Nat Faxon,Tim Meadows,Walk Hard: The Dewey Cox Story ,Matt Price,2007
Balthazar Getty,Timothy Hutton,#Horror ,Lydia Hearst,2015
Celia Imrie,Tina Desai,The Second Best Exotic Marigold Hotel ,Ronald Pickup,2015
Abigail Spencer,Tina Fey,This Is Where I Leave You ,Jane Fonda,2014
Sarita Choudhury,Tina Fey,Admission ,Christopher Evan Welch,2013
Amy Poehler,Tina Fey,Baby Mama ,Romany Malco,2008
Fred Armisen,Tina Fey,Aqua Teen Hunger Force Colon Movie Film for Theaters ,Chris Kattan,2007
Amy Poehler,Tina Fey,Mean Girls ,Neil Flynn,2004
Natalie Stephany Aguilar,Tina Gilton,Kicks ,Justin Hall,2016
Mikaal Bates,Tjasa Ferme,Dutch Kills ,Damon Owlia,2015
Mackenzie Crook,Toby Jones,The Adventures of Tintin ,Tony Curran,2011
Clint Howard,Toby Jones,Frost/Nixon ,Oliver Platt,2008
Scott Glenn,Toby Jones,W. ,Bruce McGill,2008
Alexa Davalos,Toby Jones,The Mist ,Jeffrey DeMunn,2007
Sally Hawkins,Toby Jones,The Painted Veil ,Alan David,2006
Isabella Rossellini,Toby Jones,Infamous ,Hope Davis,2006
James Badge Dale,Toby Stephens,13 Hours,David Costabile,2016
Colin Salmon,Toby Stephens,Die Another Day ,Rick Yune,2002
Lenny Venito,Todd Giebenhain,Gigli ,David Backus,2003
Billy Gardell,Todd Stashwick,"You, Me and Dupree ",Amanda Detmer,2006
Joaquim de Almeida,Tom Berenger,One Man's Hero ,Mark Moses,1999
Iben Hjejle,Tom Burke,Chéri ,Gaye Brown,2009
Jeremy Renner,Tom Cruise,Mission: Impossible - Rogue Nation ,Sean Harris,2015
Lara Pulver,Tom Cruise,Edge of Tomorrow ,Noah Taylor,2014
Robert Duvall,Tom Cruise,Jack Reacher ,David Oyelowo,2012
Robert Duvall,Tom Cruise,Jack Reacher ,David Oyelowo,2012
Jeremy Renner,Tom Cruise,Mission: Impossible - Ghost Protocol ,Michael Nyqvist,2011
Marc Blucas,Tom Cruise,Knight and Day ,Jordi Mollà,2010
Tom Wilkinson,Tom Cruise,Valkyrie ,Thomas Kretschmann,2008
Lisa Ann Walter,Tom Cruise,War of the Worlds ,Rick Gonzalez,2005
Jada Pinkett Smith,Tom Cruise,Collateral ,Debi Mazar,2004
Tony Goldwyn,Tom Cruise,The Last Samurai ,Chad Lindberg,2003
Frank Grillo,Tom Cruise,Minority Report ,Jessica Capshaw,2002
Ivana Milicevic,Tom Cruise,Vanilla Sky ,Noah Taylor,2001
Dougray Scott,Tom Cruise,Mission: Impossible II ,Richard Roxburgh,2000
Vinessa Shaw,Tom Cruise,Eyes Wide Shut ,Sydney Pollack,1999
Kristin Scott Thomas,Tom Cruise,Mission: Impossible ,Vanessa Redgrave,1996
Kelly Preston,Tom Cruise,Jerry Maguire ,Bonnie Hunt,1996
Reece Ritchie,Tom Cullen,Desert Dancer ,Marama Corlett,2014
Chris New,Tom Cullen,Weekend ,Vauxhall Jermaine,2011
Natalie Welch,Tom E. Nicholson,Rotor DR1,Christian Kapper,2015
Keenan Tracey,Tom Everett Scott,Independence Daysaster ,Nicholas Carella,2013
Amy Sedaris,Tom Everett Scott,Tanner Hall ,Chris Kattan,2009
Mark Rylance,Tom Hanks,Bridge of Spies ,Amy Ryan,2015
Chris Mulkey,Tom Hanks,Captain Phillips ,Michael Chernus,2013
Ruth Wilson,Tom Hanks,Saving Mr. Banks ,B.J. Novak,2013
Jim Sturgess,Tom Hanks,Cloud Atlas ,Jim Broadbent,2012
Thomas Horn,Tom Hanks,Extremely Loud & Incredibly Close ,Stephen Henderson,2011
Rob Riggle,Tom Hanks,Larry Crowne ,Randall Park,2011
John Ratzenberger,Tom Hanks,Toy Story 3,Don Rickles,2010
Ayelet Zurer,Tom Hanks,Angels & Demons ,Armin Mueller-Stahl,2009
Seth Gabel,Tom Hanks,The Da Vinci Code ,Jürgen Prochnow,2006
Eddie Deezen,Tom Hanks,The Polar Express ,Peter Scolari,2004
Chi McBride,Tom Hanks,The Terminal ,Barry Shabaka Henley,2004
Jennifer Jason Leigh,Tom Hanks,Road to Perdition ,Liam Aiken,2002
Paul Sanchez,Tom Hanks,Cast Away ,Nick Searcy,2000
John Ratzenberger,Tom Hanks,Toy Story 2,Wayne Knight,1999
Jeffrey DeMunn,Tom Hanks,The Green Mile ,Michael Jeter,1999
Vin Diesel,Tom Hanks,Saving Private Ryan ,Matt Damon,1998
Jean Stapleton,Tom Hanks,You've Got Mail ,Dave Chappelle,1998
Charlize Theron,Tom Hanks,That Thing You Do! ,Ethan Embry,1996
Miko Hughes,Tom Hanks,Apollo 13,Kathleen Quinlan,1995
John Ratzenberger,Tom Hanks,Toy Story ,Jim Varney,1995
Siobhan Fallon Hogan,Tom Hanks,Forrest Gump ,Sam Anderson,1994
Charlize Theron,Tom Hardy,Mad Max: Fury Road ,Zoë Kravitz,2015
Fares Fares,Tom Hardy,Child 44,Michael Nardone,2015
Paul Anderson,Tom Hardy,Legend ,Tara Fitzgerald,2015
Christian Bale,Tom Hardy,The Dark Knight Rises ,Joseph Gordon-Levitt,2012
Abigail Spencer,Tom Hardy,This Means War ,Warren Christie,2012
Frank Grillo,Tom Hardy,Warrior ,Kevin Dunn,2011
Gerard Butler,Tom Hardy,RocknRolla ,Tom Wilkinson,2008
James Lance,Tom Hardy,Bronson ,Matt King,2008
Sally Hawkins,Tom Hardy,Layer Cake ,Jamie Foreman,2004
LeVar Burton,Tom Hardy,Star Trek: Nemesis ,Jonathan Frakes,2002
Tom Hollander,Tom Hughes,About Time ,Lindsay Duncan,2013
Lisa Ann Walter,Tom Selleck,Killers ,Catherine O'Hara,2010
Wilford Brimley,Tom Selleck,In & Out ,Lauren Ambrose,1997
Cinda McCain,Tom Skerritt,Redemption Road ,Luke Perry,2010
Bashar Rahal,Tom Skerritt,Whiteout ,Shawn Doyle,2009
Usher Raymond,Tom Skerritt,Texas Rangers ,Leonor Varela,2001
Alyson Stoner,Tom Welling,Cheaper by the Dozen ,Bonnie Hunt,2003
June Diane Raphael,Tom Wilkinson,Unfinished Business ,Melissa McMeekin,2015
Cary-Hiroyuki Tagawa,Tom Wilkinson,Little Boy ,Michael Rapaport,2015
Penelope Wilton,Tom Wilkinson,The Best Exotic Marigold Hotel ,Celia Imrie,2011
Jesper Christensen,Tom Wilkinson,The Debt ,Romi Aboulafia,2010
Denis O'Hare,Tom Wilkinson,Michael Clayton ,Sydney Pollack,2007
Colm Feore,Tom Wilkinson,The Exorcism of Emily Rose ,JR Bourne,2005
Marsha Thomason,Tom Wilkinson,Black Knight ,Vincent Regan,2001
Sissy Spacek,Tom Wilkinson,In the Bedroom ,Karen Allen,2001
Martin Clunes,Tom Wilkinson,Shakespeare in Love ,Simon Callow,1998
Richard Roxburgh,Tom Wilkinson,Oscar and Lucinda ,Clive Russell,1997
Mark Addy,Tom Wilkinson,The Full Monty ,Lesley Sharp,1997
Mark Addy,Tom Wilkinson,The Full Monty ,Lesley Sharp,1997
Bernard Hill,Tom Wilkinson,The Ghost and the Darkness ,Om Puri,1996
Samaire Armstrong,Tommy O'Reilly,Windsor Drive ,Matt Cohen,2015
Greg Speirs,Tommy Sheppard,The Other Dream Team ,Mickey Hart,2012
Sabrina Ferilli,Toni Servillo,The Great Beauty ,Serena Grandi,2013
Jay Adams,Tony Alva,Dogtown and Z-Boys ,Jeff Ament,2001
Hye-kyo Song,Tony Chiu Wai Leung,The Grandmaster ,Elvis Tsui,2013
Dong-gun Jang,Tony Cox,The Warrior's Way ,Jed Brophy,2010
Stephen Rea,Tony Curran,Ondine ,Alicja Bachleda,2009
Beau Bridges,Tony Curran,The Good German ,Leland Orser,2006
Vladimir Kulich,Tony Curran,The 13th Warrior,Clive Russell,1999
Sue Corcoran,Tony Doupe,Gory Gory Hallelujah ,David Frederick White,2003
Monica Potter,Tony Goldwyn,The Last House on the Left ,Martha MacIsaac,2009
Monica Potter,Tony Goldwyn,The Last House on the Left ,Martha MacIsaac,2009
Shawn Roberts,Tony Nappo,Land of the Dead ,Pedro Miguel Arce,2005
Ellen Burstyn,Topher Grace,The Calling ,Christopher Heyerdahl,2014
Ellen Burstyn,Topher Grace,The Calling ,Christopher Heyerdahl,2014
Michael Biehn,Topher Grace,Take Me Home Tonight ,Dan Fogler,2011
Alice Braga,Topher Grace,Predators ,Derek Mears,2010
Gary Cole,Topher Grace,Win a Date with Tad Hamilton! ,Nathan Lane,2004
Amber Benson,Tori Spelling,Kiss the Bride ,Garrett M. Brown,2007
David Proval,Travis Myers,Sharkskin ,Carmen Argenziano,2015
Andrew Daly,Treat Williams,What Happens in Vegas ,Michelle Krusiec,2008
Wray Crawford,Trenton Rostedt,The Walking Deceased ,Dave Sheridan,2015
Kyla Pratt,Trevor Morgan,Barney's Great Adventure ,Shirley Douglas,1998
Lee Armstrong,Trey Loney,Escape from Tomorrow ,Amy Lucas,2013
Dian Bachar,Trey Parker,Orgazmo ,Matt Stone,1997
Elizabeth Stenholt,Trish Basinger,The Looking Glass ,Mary Norwood,2015
Lhakpa Dorji,Tshewang Dendup,Travelers and Magicians ,Sonam Kinga,2003
Zach Callison,Ty Burrell,Mr. Peabody & Sherman ,Karan Brar,2014
Tina Fey,Ty Burrell,Muppets Most Wanted ,Hugh Bonneville,2014
Boyd Holbrook,Ty Burrell,The Skeleton Twins ,Kathleen Rose Perkins,2014
Peter Mensah,Ty Burrell,The Incredible Hulk ,William Hurt,2008
Kevin Zegers,Ty Burrell,Dawn of the Dead ,Mekhi Phifer,2004
Kevin Zegers,Ty Burrell,Dawn of the Dead ,Mekhi Phifer,2004
Vincent Duvall,Ty Parker,Tiger Orange ,Loanne Bishop,2014
S. Epatha Merkerson,Tyler James Williams,Peeples ,Diahann Carroll,2013
Rob Riggle,Tyler James Williams,Unaccompanied Minors ,B.J. Novak,2006
Richard Roundtree,Tyler Labine,Antitrust ,Ned Bellamy,2001
Callum Rennie,Tyler Mane,Gunless ,Dustin Milligan,2010
Dana Ivey,Tzi Ma,Rush Hour 3,Noémie Lenoir,2007
Moritz Bleibtreu,Udo Kier,Soul Kitchen ,Birol Ünel,2009
Paprika Steen,Ulrich Thomsen,The Celebration ,Trine Dyrholm,1998
Burghart Klaußner,Ulrich Tukur,The White Ribbon ,Leonie Benesch,2009
Sean Kingston,Usher Raymond,Justin Bieber: Never Say Never ,Boys II Men,2011
Keshia Knight Pulliam,Vanessa Ferlito,Madea Goes to Jail ,Derek Luke,2009
Emily Ratajkowski,Vanessa Lengies,We Are Your Friends ,Jonny Weston,2015
Joely Richardson,Vanessa Redgrave,Anonymous ,Rafe Spall,2011
Marcia DeBonis,Vanessa Redgrave,Letters to Juliet ,Luisa Ranieri,2010
Natasha Richardson,Vanessa Redgrave,The White Countess ,Lynn Redgrave,2005
Stephen Dillane,Vanessa Redgrave,Déjà Vu ,Michael Brandon,1997
Mike Colter,Vanessa Williams,And Then Came Love ,Eartha Kitt,2007
Shannon Elizabeth,Vanessa Williams,Johnson Family Vacation ,Shad Moss,2004
Kevin Clash,Vanessa Williams,The Adventures of Elmo in Grouchland ,Caroll Spinney,1999
Mekhi Phifer,Vanessa Williams,Soul Food ,Vivica A. Fox,1997
James Coburn,Vanessa Williams,Eraser ,Roma Maffia,1996
Beatrice Ntuba,Vera Ngassa,Sisters in Law ,,2005
Josh Zuckerman,Verne Troyer,Austin Powers in Goldmember ,Robert Wagner,2002
Albert Delpy,Vernon Dobtcheff,Before Sunset ,Marie Pillet,2004
Ayelet Zurer,Veronica Ferres,Adam Resurrected ,Derek Jacobi,2008
Eric Stuart,Veronica Taylor,Pokémon 3: The Movie,Lisa Ortiz,2000
Omar Benson Miller,Vic Mignogna,The Lion of Judah ,Anupam Kher,2011
Melonie Diaz,Victor Rasuk,Raising Victor Vargas ,Judy Marte,2002
Dustin Nguyen,Victor Wong,3 Ninjas Kick Back,Don Stark,1994
Kate Flannery,Victoria Jackson,Jesus People ,Tim Bagley,2007
Abhishek Bachchan,Vidya Balan,Paa ,Paresh Rawal,2009
Sanjay Dutt,Vidya Balan,Lage Raho Munna Bhai ,Jimmy Shergill,2006
Reda Kateb,Viggo Mortensen,Far from Men ,Ángela Molina,2014
Charlize Theron,Viggo Mortensen,The Road ,Robert Duvall,2009
James Gammon,Viggo Mortensen,Appaloosa ,Tom Bower,2008
Jodie Whittaker,Viggo Mortensen,Good ,Steven Mackintosh,2008
Naomi Watts,Viggo Mortensen,Eastern Promises ,Raza Jaffrey,2007
Elena Anaya,Viggo Mortensen,Captain Alatriste: The Spanish Musketeer ,Eduardo Noriega,2006
Kyle Schmid,Viggo Mortensen,A History of Violence ,William Hurt,2005
Julie Kavner,Viggo Mortensen,A Walk on the Moon ,Tovah Feldshuh,1999
Demi Moore,Viggo Mortensen,G.I. Jane ,John Michael Higgins,1997
Joe Mantegna,Viggo Mortensen,Albino Alligator ,Faye Dunaway,1996
Adam Goldberg,Viggo Mortensen,The Prophecy ,Virginia Madsen,1995
Joseph Gilgun,Vin Diesel,The Last Witch Hunter ,Lotte Verbeek,2015
Nolan Gerard Funk,Vin Diesel,Riddick ,Bokeem Woodbine,2013
Charlotte Rampling,Vin Diesel,Babylon A.D. ,David Belle,2008
Brad Garrett,Vin Diesel,The Pacifier ,Tate Donovan,2005
Alexa Davalos,Vin Diesel,The Chronicles of Riddick ,Christina Cox,2004
Jeff Kober,Vin Diesel,A Man Apart ,Larenz Tate,2003
Eve,Vin Diesel,xXx ,Leila Arcieri,2002
Tom Noonan,Vin Diesel,Knockaround Guys ,Kevin Gage,2001
Radha Mitchell,Vin Diesel,Pitch Black ,Cole Hauser,2000
Nia Long,Vin Diesel,Boiler Room ,Herbert Russell,2000
Harry Connick Jr.,Vin Diesel,The Iron Giant ,M. Emmet Walsh,1999
John McGlothlin,Vincent Chimato,Girls Gone Dead ,Al Sapienza,2012
Cheryl Tiegs,Vincent Gallo,The Brown Bunny ,Anna Vareschi,2003
Frank Vincent,Vincent Pastore,This Thing of Ours ,Chuck Zito,2003
Vinessa Shaw,Vincent Pastore,Corky Romano ,Peter Berg,2001
Robert Blake,Vincent Pastore,Money Train ,Aida Turturro,1995
William Hickey,Vincent Pastore,The Jerky Boys ,Peter Appel,1995
Colin Salmon,Vincent Schiavelli,Tomorrow Never Dies ,Joe Don Baker,1997
Thekla Reuten,Violante Placido,The American ,Filippo Timi,2010
Patrick Gallagher,Virginia Madsen,Sideways ,M.C. Gainey,2004
Aaron Ashmore,Virginia Madsen,Brave New Girl ,Lindsey Haun,2004
Sela Ward,Vivica A. Fox,Independence Day: Resurgence ,Judd Hirsch,2016
Drew Waters,Vivica A. Fox,Home Run ,Scott Elrod,2013
Monica Calhoun,Vivica A. Fox,The Salon ,Garrett Morris,2005
Michael Parks,Vivica A. Fox,Kill Bill: Vol. 2,Michael Bowen,2004
Jenifer Lewis,Vivica A. Fox,Juwanna Mann ,Kevin Pollak,2002
Lin Shaye,Vivica A. Fox,Boat Trip ,Bob Gunton,2002
Fred Willard,Vivica A. Fox,Idle Hands ,Elden Henson,1999
Jada Pinkett Smith,Vivica A. Fox,Set It Off ,Blair Underwood,1996
Adam Arkin,W. Earl Brown,The Sessions ,Rhea Perlman,2012
Selton Mello,Wagner Moura,Trash ,Daniel Zettel,2014
Clemens Schick,Wagner Moura,Futuro Beach ,Jesuíta Barbosa,2014
Fernanda Machado,Wagner Moura,Elite Squad ,André Ramiro,2007
Michael Chapman,Walter Hendrix III,Containment ,Louise Brealey,2015
DeForest Kelley,Walter Koenig,Trekkies ,James Doohan,1997
